Sale_Date,Company,Brand,Model,Production_Year,Country,Fuel_Type,Engine_Volume,Transmission,Drive_Type,Region,Area,Dealer_Center,Segment_2013,Class_2013,Quantity,Price_USD,Total_Price_USD,Sale_Month
2019-05-31,Меркур Авто,Audi,A3,2018,DEU,F,1.4,Автомат,FWD,Алматы,Г.алматы,Mercur Auto Алматы,Легковые автомобили,C класс,1.0,28115.0,28115.0,5
2019-08-31,Меркур Авто,Audi,A3,2018,DEU,F,1.4,Автомат,FWD,Алматы,Г.алматы,Mercur Auto Алматы,Легковые автомобили,C класс,1.0,32246.99,32246.99,8
2019-04-30,Меркур Авто,Audi,A4,2018,DEU,F,1.4,Автомат,FWD,Алматы,Г.алматы,Mercur Auto Алматы,Легковые автомобили,D класс,1.0,32000.0,32000.0,4
2019-07-31,Меркур Авто,Audi,A4,2018,DEU,F,1.4,Автомат,FWD,Алматы,Г.алматы,Mercur Auto Алматы,Легковые автомобили,D класс,1.0,31929.0,31929.0,7
2019-02-28,Меркур Авто,Audi,A6,2017,DEU,F,2.0,Автомат,4WD,Нур-султан,Г.нур-султан,Mercur Auto Астана,Легковые автомобили,E класс,1.0,42608.25485,42608.25485,2
2019-05-31,Меркур Авто,Audi,A6,2019,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Mercur Auto Алматы,Легковые автомобили,E класс,1.0,82344.0,82344.0,5
2019-06-30,Меркур Авто,Audi,A6,2019,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Mercur Auto Алматы,Легковые автомобили,E класс,1.0,78940.0,78940.0,6
2019-06-30,Меркур Авто,Audi,A6,2017,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Mercur Auto Алматы,Легковые автомобили,E класс,1.0,64474.0,64474.0,6
2019-07-31,Меркур Авто,Audi,A6,2019,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Mercur Auto Алматы,Легковые автомобили,E класс,1.0,84329.0,84329.0,7
2019-08-31,Меркур Авто,Audi,A6,2019,DEU,F,3.0,Автомат,4WD,Нур-султан,Г.нур-султан,Mercur Auto Астана,Легковые автомобили,E класс,1.0,88028.62533,88028.62533,8
2019-08-31,Меркур Авто,Audi,A6,2019,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Mercur Auto Алматы,Легковые автомобили,E класс,1.0,88028.62533,88028.62533,8
2019-09-30,Меркур Авто,Audi,A7,2018,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Mercur Auto Алматы,Легковые автомобили,E класс,1.0,91600.0,91600.0,9
2019-09-30,Меркур Авто,Audi,A7,2018,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Mercur Auto Алматы,Легковые автомобили,E класс,1.0,79500.0,79500.0,9
2019-01-31,Меркур Авто,Audi,A8,2018,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Mercur Auto Алматы,Легковые автомобили,F класс,1.0,129935.2075,129935.2075,1
2019-07-31,Меркур Авто,Audi,A8,2018,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Mercur Auto Алматы,Легковые автомобили,F класс,1.0,91132.0,91132.0,7
2019-09-30,Меркур Авто,Audi,A8,2018,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Mercur Auto Алматы,Легковые автомобили,F класс,1.0,121300.0,121300.0,9
2019-09-30,Меркур Авто,Audi,A8,2018,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Mercur Auto Алматы,Легковые автомобили,F класс,1.0,124300.0,124300.0,9
2019-01-31,Меркур Авто,Audi,Q5,2017,DEU,F,2.0,Автомат,4WD,Алматы,Г.алматы,Mercur Auto Алматы,Внедорожники,Среднеразмерные SUV,1.0,47835.59084,47835.59084,1
2019-02-28,Меркур Авто,Audi,Q5,2017,DEU,F,2.0,Автомат,4WD,Алматы,Г.алматы,Mercur Auto Алматы,Внедорожники,Среднеразмерные SUV,1.0,49296.33248,49296.33248,2
2019-03-31,Меркур Авто,Audi,Q5,2017,DEU,F,2.0,Автомат,4WD,Нур-султан,Г.нур-султан,Mercur Auto Астана,Внедорожники,Среднеразмерные SUV,1.0,49100.0,49100.0,3
2019-03-31,Меркур Авто,Audi,Q5,2017,DEU,F,2.0,Автомат,4WD,Алматы,Г.алматы,Mercur Auto Алматы,Внедорожники,Среднеразмерные SUV,1.0,56563.0,56563.0,3
2019-03-31,Меркур Авто,Audi,Q5,2017,DEU,F,2.0,Автомат,4WD,Алматы,Г.алматы,Mercur Auto Алматы,Внедорожники,Среднеразмерные SUV,1.0,56250.0,56250.0,3
2019-03-31,Меркур Авто,Audi,Q5,2017,DEU,F,2.0,Автомат,4WD,Алматы,Г.алматы,Mercur Auto Алматы,Внедорожники,Среднеразмерные SUV,1.0,56719.0,56719.0,3
2019-03-31,Меркур Авто,Audi,Q5,2017,DEU,F,2.0,Автомат,4WD,Алматы,Г.алматы,Mercur Auto Алматы,Внедорожники,Среднеразмерные SUV,1.0,58750.0,58750.0,3
2019-08-31,Меркур Авто,Audi,Q5,2017,DEU,F,2.0,Автомат,4WD,Нур-султан,Г.нур-султан,Mercur Auto Астана,Внедорожники,Среднеразмерные SUV,1.0,58723.466,58723.466,8
2019-03-31,Меркур Авто,Audi,Q7,2017,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Mercur Auto Алматы,Внедорожники,Полноразмерные SUV,1.0,88750.0,88750.0,3
2019-05-31,Меркур Авто,Audi,Q7,2018,DEU,D,3.0,Автомат,4WD,Алматы,Г.алматы,Mercur Auto Алматы,Внедорожники,Полноразмерные SUV,1.0,72108.0,72108.0,5
2019-05-31,Меркур Авто,Audi,Q7,2017,DEU,F,3.0,Автомат,4WD,Нур-султан,Г.нур-султан,Mercur Auto Астана,Внедорожники,Полноразмерные SUV,1.0,72215.0,72215.0,5
2019-03-31,Меркур Авто,Porsche,911 Carrera S,2017,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Porsche Centre Almaty,Легковые автомобили,Спортивные автомобили,1.0,162576.0845,162576.0845,3
2019-01-31,Меркур Авто,Porsche,Cayenne,2018,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Porsche Centre Almaty,Внедорожники,Полноразмерные SUV,1.0,89000.0,89000.0,1
2019-02-28,Меркур Авто,Porsche,Cayenne,2018,DEU,F,3.0,Н/Д,4WD,Алматы,Г.алматы,Porsche Centre Almaty,Внедорожники,Полноразмерные SUV,1.0,90000.0,90000.0,2
2019-02-28,Меркур Авто,Porsche,Cayenne,2018,DEU,F,3.0,Н/Д,4WD,Алматы,Г.алматы,Porsche Centre Almaty,Внедорожники,Полноразмерные SUV,1.0,121474.8964,121474.8964,2
2019-02-28,Меркур Авто,Porsche,Cayenne,2018,DEU,F,3.0,Н/Д,4WD,Алматы,Г.алматы,Porsche Centre Almaty,Внедорожники,Полноразмерные SUV,1.0,132373.5387,132373.5387,2
2019-02-28,Меркур Авто,Porsche,Cayenne,2018,DEU,F,3.0,Н/Д,4WD,Алматы,Г.алматы,Porsche Centre Almaty,Внедорожники,Полноразмерные SUV,1.0,114165.9762,114165.9762,2
2019-02-28,Меркур Авто,Porsche,Cayenne,2018,DEU,F,3.0,Н/Д,4WD,Алматы,Г.алматы,Porsche Centre Almaty,Внедорожники,Полноразмерные SUV,1.0,96249.73469,96249.73469,2
2019-03-31,Меркур Авто,Porsche,Cayenne,2019,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Porsche Centre Almaty,Внедорожники,Полноразмерные SUV,1.0,89563.91774,89563.91774,3
2019-03-31,Меркур Авто,Porsche,Cayenne,2019,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Porsche Centre Almaty,Внедорожники,Полноразмерные SUV,1.0,88405.10754,88405.10754,3
2019-03-31,Меркур Авто,Porsche,Cayenne,2019,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Porsche Centre Almaty,Внедорожники,Полноразмерные SUV,1.0,118524.462,118524.462,3
2019-04-30,Меркур Авто,Porsche,Cayenne,2019,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Porsche Centre Almaty,Внедорожники,Полноразмерные SUV,1.0,87825.70244,87825.70244,4
2019-04-30,Меркур Авто,Porsche,Cayenne,2018,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Porsche Centre Almaty,Внедорожники,Полноразмерные SUV,1.0,81297.59189,81297.59189,4
2019-04-30,Меркур Авто,Porsche,Cayenne,2018,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Porsche Centre Almaty,Внедорожники,Полноразмерные SUV,1.0,89839.05424,89839.05424,4
2019-04-30,Меркур Авто,Porsche,Cayenne,2019,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Porsche Centre Almaty,Внедорожники,Полноразмерные SUV,1.0,104159.0998,104159.0998,4
2019-04-30,Меркур Авто,Porsche,Cayenne,2018,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Porsche Centre Almaty,Внедорожники,Полноразмерные SUV,1.0,93622.99034,93622.99034,4
2019-04-30,Меркур Авто,Porsche,Cayenne,2018,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Porsche Centre Almaty,Внедорожники,Полноразмерные SUV,1.0,92815.38379,92815.38379,4
2019-05-31,Меркур Авто,Porsche,Cayenne,2019,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Porsche Centre Almaty,Внедорожники,Полноразмерные SUV,1.0,101770.0,101770.0,5
2019-05-31,Меркур Авто,Porsche,Cayenne,2019,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Porsche Centre Almaty,Внедорожники,Полноразмерные SUV,1.0,93188.0,93188.0,5
2019-06-30,Меркур Авто,Porsche,Cayenne,2019,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Porsche Centre Almaty,Внедорожники,Полноразмерные SUV,1.0,99438.0,99438.0,6
2019-07-31,Меркур Авто,Porsche,Cayenne,2019,DEU,F,2.0,Автомат,4WD,Нур-султан,Г.нур-султан,Porsche Centre Almaty,Внедорожники,Полноразмерные SUV,1.0,72919.0,72919.0,7
2019-07-31,Меркур Авто,Porsche,Cayenne,2019,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Porsche Centre Almaty,Внедорожники,Полноразмерные SUV,1.0,111269.0,111269.0,7
2019-07-31,Меркур Авто,Porsche,Cayenne,2019,DEU,F,3.0,Автомат,FWD,Алматы,Г.алматы,Porsche Centre Almaty,Внедорожники,Полноразмерные SUV,1.0,109103.0,109103.0,7
2019-07-31,Меркур Авто,Porsche,Cayenne,2019,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Porsche Centre Almaty,Внедорожники,Полноразмерные SUV,1.0,120849.0,120849.0,7
2019-08-31,Меркур Авто,Porsche,Cayenne,2019,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Porsche Centre Almaty,Внедорожники,Полноразмерные SUV,1.0,105826.0,105826.0,8
2019-08-31,Меркур Авто,Porsche,Cayenne,2019,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Porsche Centre Almaty,Внедорожники,Полноразмерные SUV,1.0,105529.0,105529.0,8
2019-08-31,Меркур Авто,Porsche,Cayenne,2019,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Porsche Centre Almaty,Внедорожники,Полноразмерные SUV,1.0,113038.0,113038.0,8
2019-09-30,Меркур Авто,Porsche,Cayenne,2019,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Porsche Centre Almaty,Внедорожники,Полноразмерные SUV,1.0,132599.0,132599.0,9
2019-09-30,Меркур Авто,Porsche,Cayenne,2019,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Porsche Centre Almaty,Внедорожники,Полноразмерные SUV,1.0,101133.0,101133.0,9
2019-09-30,Меркур Авто,Porsche,Cayenne,2019,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Porsche Centre Almaty,Внедорожники,Полноразмерные SUV,1.0,100277.0,100277.0,9
2019-03-31,Меркур Авто,Porsche,Macan,2019,DEU,F,2.0,Автомат,4WD,Алматы,Г.алматы,Porsche Centre Almaty,Внедорожники,Полноразмерные SUV,1.0,76169.88021,76169.88021,3
2019-03-31,Меркур Авто,Porsche,Macan,2019,DEU,F,2.0,Автомат,4WD,Алматы,Г.алматы,Porsche Centre Almaty,Внедорожники,Полноразмерные SUV,1.0,58826.57001,58826.57001,3
2019-03-31,Меркур Авто,Porsche,Macan,2019,DEU,F,2.0,Автомат,4WD,Алматы,Г.алматы,Porsche Centre Almaty,Внедорожники,Полноразмерные SUV,1.0,58096.64906,58096.64906,3
2019-04-30,Меркур Авто,Porsche,Macan,2019,DEU,F,2.0,Автомат,4WD,Алматы,Г.алматы,Porsche Centre Almaty,Внедорожники,Полноразмерные SUV,1.0,65028.47041,65028.47041,4
2019-05-31,Меркур Авто,Porsche,Macan,2019,DEU,F,2.0,Автомат,4WD,Алматы,Г.алматы,Porsche Centre Almaty,Внедорожники,Полноразмерные SUV,1.0,68388.0,68388.0,5
2019-05-31,Меркур Авто,Porsche,Macan,2019,DEU,F,2.0,Автомат,4WD,Алматы,Г.алматы,Porsche Centre Almaty,Внедорожники,Полноразмерные SUV,1.0,63269.0,63269.0,5
2019-05-31,Меркур Авто,Porsche,Macan,2019,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Porsche Centre Almaty,Внедорожники,Полноразмерные SUV,1.0,71572.0,71572.0,5
2019-06-30,Меркур Авто,Porsche,Macan,2019,DEU,F,2.0,Автомат,4WD,Алматы,Г.алматы,Porsche Centre Almaty,Внедорожники,Полноразмерные SUV,1.0,63054.0,63054.0,6
2019-07-31,Меркур Авто,Porsche,Macan,2019,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Porsche Centre Almaty,Внедорожники,Полноразмерные SUV,1.0,77709.0,77709.0,7
2019-07-31,Меркур Авто,Porsche,Macan,2019,DEU,F,2.0,Автомат,4WD,Алматы,Г.алматы,Porsche Centre Almaty,Внедорожники,Полноразмерные SUV,1.0,66324.0,66324.0,7
2019-07-31,Меркур Авто,Porsche,Macan,2019,DEU,F,2.0,Автомат,4WD,Алматы,Г.алматы,Porsche Centre Almaty,Внедорожники,Полноразмерные SUV,1.0,59786.0,59786.0,7
2019-08-31,Меркур Авто,Porsche,Macan,2019,DEU,F,2.0,Автомат,4WD,Алматы,Г.алматы,Porsche Centre Almaty,Внедорожники,Полноразмерные SUV,1.0,66502.0,66502.0,8
2019-08-31,Меркур Авто,Porsche,Macan,2019,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Porsche Centre Almaty,Внедорожники,Полноразмерные SUV,1.0,76821.0,76821.0,8
2019-08-31,Меркур Авто,Porsche,Macan,2019,DEU,F,2.0,Автомат,4WD,Алматы,Г.алматы,Porsche Centre Almaty,Внедорожники,Полноразмерные SUV,1.0,77135.0,77135.0,8
2019-08-31,Меркур Авто,Porsche,Macan,2019,DEU,F,2.0,Автомат,FWD,Алматы,Г.алматы,Porsche Centre Almaty,Внедорожники,Полноразмерные SUV,1.0,66938.0,66938.0,8
2019-04-30,Меркур Авто,Porsche,Panamera,2019,DEU,F,4.0,Автомат,4WD,Алматы,Г.алматы,Porsche Centre Almaty,Легковые автомобили,F класс,1.0,152441.5885,152441.5885,4
2019-05-31,Меркур Авто,Porsche,Panamera,2017,DEU,F,4.0,Автомат,4WD,Алматы,Г.алматы,Porsche Centre Almaty,Легковые автомобили,F класс,1.0,193600.0,193600.0,5
2019-05-31,Меркур Авто,Porsche,Panamera,2018,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Porsche Centre Almaty,Легковые автомобили,F класс,1.0,128386.0,128386.0,5
2019-05-31,Меркур Авто,Porsche,Panamera,2019,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Porsche Centre Almaty,Легковые автомобили,F класс,1.0,114145.0,114145.0,5
2019-06-30,Меркур Авто,Porsche,Panamera,2018,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Porsche Centre Almaty,Легковые автомобили,F класс,1.0,126393.0,126393.0,6
2019-06-30,Меркур Авто,Porsche,Panamera,2018,DEU,F,3.0,Автомат,FWD,Алматы,Г.алматы,Porsche Centre Almaty,Легковые автомобили,F класс,1.0,99380.0,99380.0,6
2019-06-30,Меркур Авто,Porsche,Panamera,2019,DEU,F,4.0,Автомат,4WD,Алматы,Г.алматы,Porsche Centre Almaty,Легковые автомобили,F класс,1.0,138679.0,138679.0,6
2019-09-30,Меркур Авто,Porsche,Panamera,2019,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Porsche Centre Almaty,Легковые автомобили,F класс,1.0,126037.0,126037.0,9
2019-02-28,Меркур Авто,Volkswagen,Amarok,2019,DEU,F,2.0,Автомат,4WD,Костанай,Костанайская Область,Автодом Костанай,Пикапы,Pick-ups,2.0,36520.77261,73041.54521,2
2019-01-31,Меркур Авто,Volkswagen,Jetta,2018,RUS,F,1.6,Автомат,FWD,Нур-султан,Г.нур-султан,Mercur Auto Астана,Легковые автомобили,C класс,1.0,19410.41419,19410.41419,1
2019-01-31,Меркур Авто,Volkswagen,Jetta,2017,RUS,F,1.4,Автомат,FWD,Нур-султан,Г.нур-султан,Mercur Auto Астана,Легковые автомобили,C класс,1.0,20809.53916,20809.53916,1
2019-01-31,Меркур Авто,Volkswagen,Jetta,2017,RUS,F,1.6,Автомат,FWD,Атырау,Атырауская Область,Mercur Auto Атырау,Легковые автомобили,C класс,1.0,13214.25161,13214.25161,1
2019-01-31,Меркур Авто,Volkswagen,Multivan,2019,DEU,F,2.0,Автомат,4WD,Костанай,Костанайская Область,Автодом Костанай,Минивэны,Полноразмерный Минивэн,1.0,70395.11241,70395.11241,1
2019-02-28,Меркур Авто,Volkswagen,Multivan,2019,DEU,F,2.0,Автомат,4WD,Алматы,Г.алматы,Mercur Auto Алматы,Минивэны,Полноразмерный Минивэн,1.0,70395.11242,70395.11242,2
2019-03-31,Меркур Авто,Volkswagen,Multivan,2019,DEU,F,2.0,Автомат,4WD,Алматы,Г.алматы,Mercur Auto Алматы,Минивэны,Полноразмерный Минивэн,1.0,70371.09102,70371.09102,3
2019-01-31,Меркур Авто,Volkswagen,Polo,2018,RUS,F,1.6,Механика,FWD,Нур-султан,Г.нур-султан,Mercur Auto Астана,Легковые автомобили,B класс,1.0,14165.67773,14165.67773,1
2019-01-31,Меркур Авто,Volkswagen,Polo,2018,RUS,F,1.6,Механика,FWD,Нур-султан,Г.нур-султан,Mercur Auto Астана,Легковые автомобили,B класс,1.0,13769.25018,13769.25018,1
2019-01-31,Меркур Авто,Volkswagen,Polo,2018,RUS,F,1.6,Автомат,FWD,Нур-султан,Г.нур-султан,Mercur Auto Астана,Легковые автомобили,B класс,1.0,15381.38888,15381.38888,1
2019-01-31,Меркур Авто,Volkswagen,Polo,2018,RUS,F,1.6,Автомат,FWD,Нур-султан,Г.нур-султан,Mercur Auto Астана,Легковые автомобили,B класс,1.0,15143.53235,15143.53235,1
2019-01-31,Меркур Авто,Volkswagen,Polo,2018,RUS,F,1.6,Автомат,FWD,Нур-султан,Г.нур-султан,Mercur Auto Астана,Легковые автомобили,B класс,1.0,13795.67868,13795.67868,1
2019-01-31,Меркур Авто,Volkswagen,Polo,2018,RUS,F,1.6,Механика,FWD,Нур-султан,Г.нур-султан,Mercur Auto Астана,Легковые автомобили,B класс,1.0,13531.39365,13531.39365,1
2019-01-31,Меркур Авто,Volkswagen,Polo,2018,RUS,F,1.6,Автомат,FWD,Атырау,Атырауская Область,Mercur Auto Атырау,Легковые автомобили,B класс,1.0,14588.77164,14588.77164,1
2019-01-31,Меркур Авто,Volkswagen,Polo,2018,RUS,F,1.6,Автомат,FWD,Атырау,Атырауская Область,Mercur Auto Атырау,Легковые автомобили,B класс,1.0,14588.68442,14588.68442,1
2019-01-31,Меркур Авто,Volkswagen,Polo,2018,RUS,F,1.6,Механика,FWD,Атырау,Атырауская Область,Mercur Auto Атырау,Легковые автомобили,B класс,1.0,14274.31738,14274.31738,1
2019-01-31,Меркур Авто,Volkswagen,Polo,2018,RUS,F,1.6,Автомат,,Алматы,Г.алматы,Mercur Auto Алматы,Легковые автомобили,B класс,1.0,15196.38935,15196.38935,1
2019-01-31,Меркур Авто,Volkswagen,Polo,2018,RUS,F,1.6,Автомат,,Алматы,Г.алматы,Mercur Auto Алматы,Легковые автомобили,B класс,1.0,14112.82072,14112.82072,1
2019-01-31,Меркур Авто,Volkswagen,Polo,2018,RUS,F,1.6,Автомат,,Алматы,Г.алматы,Mercur Auto Алматы,Легковые автомобили,B класс,1.0,13927.8212,13927.8212,1
2019-01-31,Меркур Авто,Volkswagen,Polo,2018,RUS,F,1.6,Автомат,,Алматы,Г.алматы,Mercur Auto Алматы,Легковые автомобили,B класс,1.0,13795.67868,13795.67868,1
2019-01-31,Меркур Авто,Volkswagen,Polo,2018,RUS,F,1.6,Механика,,Алматы,Г.алматы,Mercur Auto Алматы,Легковые автомобили,B класс,1.0,13267.10862,13267.10862,1
2019-01-31,Меркур Авто,Volkswagen,Polo,2018,RUS,F,1.6,Автомат,,Алматы,Г.алматы,Mercur Auto Алматы,Легковые автомобили,B класс,1.0,13980.67821,13980.67821,1
2019-01-31,Меркур Авто,Volkswagen,Polo,2018,RUS,F,1.6,Автомат,,Алматы,Г.алматы,Mercur Auto Алматы,Легковые автомобили,B класс,1.0,15037.81834,15037.81834,1
2019-01-31,Меркур Авто,Volkswagen,Polo,2018,RUS,F,1.6,Механика,,Алматы,Г.алматы,Mercur Auto Алматы,Легковые автомобили,B класс,1.0,13637.10766,13637.10766,1
2019-01-31,Меркур Авто,Volkswagen,Polo,2018,RUS,F,1.6,Механика,,Алматы,Г.алматы,Mercur Auto Алматы,Легковые автомобили,B класс,1.0,13874.96419,13874.96419,1
2019-01-31,Меркур Авто,Volkswagen,Polo,2018,RUS,F,1.6,Механика,,Алматы,Г.алматы,Mercur Auto Алматы,Легковые автомобили,B класс,1.0,14165.67773,14165.67773,1
2019-01-31,Меркур Авто,Volkswagen,Polo,2018,RUS,F,1.6,Механика,,Алматы,Г.алматы,Mercur Auto Алматы,Легковые автомобили,B класс,1.0,13954.2497,13954.2497,1
2019-01-31,Меркур Авто,Volkswagen,Polo,2018,RUS,F,1.6,Механика,,Алматы,Г.алматы,Mercur Auto Алматы,Легковые автомобили,B класс,1.0,14139.24923,14139.24923,1
2019-01-31,Меркур Авто,Volkswagen,Polo,2018,RUS,F,1.6,Механика,,Алматы,Г.алматы,Mercur Auto Алматы,Легковые автомобили,B класс,1.0,13901.3927,13901.3927,1
2019-01-31,Меркур Авто,Volkswagen,Polo,2018,RUS,F,1.6,Автомат,,Алматы,Г.алматы,Mercur Auto Алматы,Легковые автомобили,B класс,1.0,14799.96181,14799.96181,1
2019-01-31,Меркур Авто,Volkswagen,Polo,2018,RUS,F,1.6,Автомат,,Алматы,Г.алматы,Mercur Auto Алматы,Легковые автомобили,B класс,1.0,14932.10432,14932.10432,1
2019-01-31,Меркур Авто,Volkswagen,Polo,2018,RUS,F,1.6,Автомат,,Алматы,Г.алматы,Mercur Auto Алматы,Легковые автомобили,B класс,1.0,14984.96133,14984.96133,1
2019-01-31,Меркур Авто,Volkswagen,Polo,2018,RUS,F,1.6,Автомат,,Алматы,Г.алматы,Mercur Auto Алматы,Легковые автомобили,B класс,1.0,14297.82025,14297.82025,1
2019-01-31,Меркур Авто,Volkswagen,Polo,2018,RUS,F,1.6,Автомат,,Алматы,Г.алматы,Mercur Auto Алматы,Легковые автомобили,B класс,1.0,14482.81977,14482.81977,1
2019-01-31,Меркур Авто,Volkswagen,Polo,2018,RUS,F,1.6,Автомат,,Алматы,Г.алматы,Mercur Auto Алматы,Легковые автомобили,B класс,1.0,14720.6763,14720.6763,1
2019-01-31,Меркур Авто,Volkswagen,Polo,2018,RUS,F,1.6,Автомат,,Алматы,Г.алматы,Mercur Auto Алматы,Легковые автомобили,B класс,1.0,14773.5333,14773.5333,1
2019-01-31,Меркур Авто,Volkswagen,Polo,2018,RUS,F,1.6,Автомат,,Алматы,Г.алматы,Mercur Auto Алматы,Легковые автомобили,B класс,1.0,14879.24732,14879.24732,1
2019-01-31,Меркур Авто,Volkswagen,Polo,2018,RUS,F,1.6,Автомат,,Алматы,Г.алматы,Mercur Auto Алматы,Легковые автомобили,B класс,1.0,13848.53569,13848.53569,1
2019-01-31,Меркур Авто,Volkswagen,Polo,2018,RUS,F,1.6,Автомат,,Алматы,Г.алматы,Mercur Auto Алматы,Легковые автомобили,B класс,1.0,15117.10385,15117.10385,1
2019-01-31,Меркур Авто,Volkswagen,Polo,2018,RUS,F,1.6,Автомат,,Алматы,Г.алматы,Mercur Auto Алматы,Легковые автомобили,B класс,1.0,14588.53378,14588.53378,1
2019-02-28,Меркур Авто,Volkswagen,Polo,2018,RUS,F,1.6,Механика,FWD,Караганда,Карагандинская Область,Автомир-Центр Караганда,Легковые автомобили,B класс,1.0,13368.71992,13368.71992,2
2019-02-28,Меркур Авто,Volkswagen,Polo,2018,RUS,F,1.6,Автомат,FWD,Караганда,Карагандинская Область,Автомир-Центр Караганда,Легковые автомобили,B класс,1.0,15271.66389,15271.66389,2
2019-02-28,Меркур Авто,Volkswagen,Polo,2018,RUS,F,1.6,Механика,FWD,Караганда,Карагандинская Область,Автомир-Центр Караганда,Легковые автомобили,B класс,1.0,15058.20262,15058.20262,2
2019-02-28,Меркур Авто,Volkswagen,Polo,2018,RUS,F,1.6,Автомат,FWD,Караганда,Карагандинская Область,Автомир-Центр Караганда,Легковые автомобили,B класс,1.0,15058.20262,15058.20262,2
2019-02-28,Меркур Авто,Volkswagen,Polo,2018,RUS,F,1.6,Автомат,FWD,Караганда,Карагандинская Область,Автомир-Центр Караганда,Легковые автомобили,B класс,1.0,13132.39347,13132.39347,2
2019-02-28,Меркур Авто,Volkswagen,Polo,2018,RUS,F,1.6,Автомат,FWD,Караганда,Карагандинская Область,Автомир-Центр Караганда,Легковые автомобили,B класс,1.0,15322.8459,15322.8459,2
2019-02-28,Меркур Авто,Volkswagen,Polo,2019,RUS,F,1.6,Автомат,FWD,Караганда,Карагандинская Область,Автомир-Центр Караганда,Легковые автомобили,B класс,1.0,14889.62485,14889.62485,2
2019-02-28,Меркур Авто,Volkswagen,Polo,2018,RUS,F,1.6,Автомат,FWD,Караганда,Карагандинская Область,Автомир-Центр Караганда,Легковые автомобили,B класс,1.0,14720.25315,14720.25315,2
2019-02-28,Меркур Авто,Volkswagen,Polo,2018,RUS,F,1.6,Механика,FWD,Караганда,Карагандинская Область,Автомир-Центр Караганда,Легковые автомобили,B класс,1.0,13108.57558,13108.57558,2
2019-02-28,Меркур Авто,Volkswagen,Polo,2018,RUS,F,1.6,Механика,FWD,Караганда,Карагандинская Область,Автомир-Центр Караганда,Легковые автомобили,B класс,1.0,14793.55934,14793.55934,2
2019-02-28,Меркур Авто,Volkswagen,Polo,2018,RUS,F,1.6,Автомат,FWD,Караганда,Карагандинская Область,Автомир-Центр Караганда,Легковые автомобили,B класс,1.0,14793.55934,14793.55934,2
2019-02-28,Меркур Авто,Volkswagen,Polo,2018,RUS,F,1.6,Автомат,FWD,Караганда,Карагандинская Область,Автомир-Центр Караганда,Легковые автомобили,B класс,1.0,14458.2563,14458.2563,2
2019-02-28,Меркур Авто,Volkswagen,Polo,2018,RUS,F,1.6,Автомат,FWD,Атырау,Атырауская Область,Mercur Auto Атырау,Легковые автомобили,B класс,1.0,15137.5956,15137.5956,2
2019-02-28,Меркур Авто,Volkswagen,Polo,2018,RUS,F,1.6,Автомат,FWD,Атырау,Атырауская Область,Mercur Auto Атырау,Легковые автомобили,B класс,1.0,14714.59772,14714.59772,2
